cohort,prob,percentile,gender
1979.0,0.303,24,f
1980.0,0.292,24,f
1981.0,0.329,24,f
1982.0,0.321,24,f
1983.0,0.323,24,f
1984.0,0.303,24,f
1940.0,0.239,25,f
1941.0,0.228,25,f
1942.0,0.247,25,f
1943.0,0.231,25,f
1944.0,0.291,25,f
1945.0,0.296,25,f
1946.0,0.324,25,f
1947.0,0.342,25,f
1948.0,0.325,25,f
1949.0,0.33,25,f
1950.0,0.377,25,f
1951.0,0.362,25,f
1952.0,0.326,25,f
1953.0,0.317,25,f
1954.0,0.308,25,f
1955.0,0.309,25,f
1956.0,0.294,25,f
1957.0,0.309,25,f
1958.0,0.295,25,f
1959.0,0.258,25,f
1960.0,0.25,25,f
1961.0,0.263,25,f
1962.0,0.254,25,f
1963.0,0.235,25,f
1964.0,0.254,25,f
1965.0,0.28,25,f
1966.0,0.258,25,f
1967.0,0.249,25,f
1968.0,0.289,25,f
1969.0,0.279,25,f
1970.0,0.289,25,f
1971.0,0.352,25,f
1972.0,0.322,25,f
1973.0,0.305,25,f
1974.0,0.347,25,f
1975.0,0.339,25,f
1976.0,0.327,25,f
1977.0,0.319,25,f
1978.0,0.304,25,f
1979.0,0.299,25,f
1980.0,0.298,25,f
1981.0,0.327,25,f
1982.0,0.32,25,f
1983.0,0.318,25,f
1984.0,0.299,25,f
1940.0,0.241,26,f
1941.0,0.224,26,f
1942.0,0.25,26,f
1943.0,0.237,26,f
1944.0,0.298,26,f
1945.0,0.299,26,f
1946.0,0.329,26,f
1947.0,0.345,26,f
1948.0,0.326,26,f
1949.0,0.332,26,f
1950.0,0.379,26,f
1951.0,0.365,26,f
1952.0,0.331,26,f
1953.0,0.318,26,f
1954.0,0.305,26,f
1955.0,0.317,26,f
1956.0,0.295,26,f
1957.0,0.312,26,f
1958.0,0.298,26,f
1959.0,0.26,26,f
1960.0,0.246,26,f
1961.0,0.259,26,f
1962.0,0.25,26,f
1963.0,0.242,26,f
1964.0,0.26,26,f
1965.0,0.283,26,f
1966.0,0.26,26,f
1967.0,0.245,26,f
1968.0,0.275,26,f
1969.0,0.267,26,f
1970.0,0.287,26,f
1971.0,0.345,26,f
1972.0,0.321,26,f
1973.0,0.304,26,f
1974.0,0.338,26,f
1975.0,0.318,26,f
1976.0,0.32,26,f
1977.0,0.315,26,f
1978.0,0.3,26,f
1979.0,0.296,26,f
1980.0,0.299,26,f
1981.0,0.33,26,f
1982.0,0.323,26,f
1983.0,0.316,26,f
1984.0,0.301,26,f
1940.0,0.241,27,f
1941.0,0.227,27,f
1942.0,0.254,27,f
1943.0,0.239,27,f
1944.0,0.3,27,f
1945.0,0.297,27,f
1946.0,0.329,27,f
1947.0,0.347,27,f
1948.0,0.328,27,f
1949.0,0.328,27,f
1950.0,0.379,27,f
1951.0,0.361,27,f
1952.0,0.332,27,f
1953.0,0.314,27,f
1954.0,0.302,27,f
1955.0,0.307,27,f
1956.0,0.297,27,f
1957.0,0.311,27,f
1958.0,0.297,27,f
1959.0,0.256,27,f
1960.0,0.248,27,f
1961.0,0.253,27,f
1962.0,0.254,27,f
1963.0,0.243,27,f
1964.0,0.26,27,f
1965.0,0.283,27,f
1966.0,0.256,27,f
1967.0,0.237,27,f
1968.0,0.265,27,f
1969.0,0.263,27,f
1970.0,0.275,27,f
1971.0,0.339,27,f
1972.0,0.308,27,f
1973.0,0.293,27,f
1974.0,0.313,27,f
1975.0,0.307,27,f
1976.0,0.317,27,f
1977.0,0.307,27,f
1978.0,0.297,27,f
1979.0,0.292,27,f
1980.0,0.288,27,f
1981.0,0.325,27,f
1982.0,0.323,27,f
1983.0,0.311,27,f
1984.0,0.298,27,f
1940.0,0.243,28,f
1941.0,0.23,28,f
1942.0,0.255,28,f
1943.0,0.24,28,f
1944.0,0.301,28,f
1945.0,0.297,28,f
1946.0,0.329,28,f
1947.0,0.346,28,f
1948.0,0.329,28,f
1949.0,0.332,28,f
1950.0,0.379,28,f
1951.0,0.353,28,f
1952.0,0.331,28,f
1953.0,0.314,28,f
1954.0,0.303,28,f
1955.0,0.309,28,f
1956.0,0.294,28,f
1957.0,0.297,28,f
1958.0,0.286,28,f
1959.0,0.257,28,f
1960.0,0.247,28,f
1961.0,0.244,28,f
1962.0,0.256,28,f
1963.0,0.246,28,f
1964.0,0.257,28,f
1965.0,0.282,28,f
1966.0,0.236,28,f
1967.0,0.228,28,f
1968.0,0.252,28,f
1969.0,0.258,28,f
1970.0,0.269,28,f
1971.0,0.335,28,f
1972.0,0.303,28,f
1973.0,0.273,28,f
1974.0,0.31,28,f
1975.0,0.305,28,f
1976.0,0.319,28,f
1977.0,0.31,28,f
1978.0,0.298,28,f
1979.0,0.276,28,f
1980.0,0.267,28,f
1981.0,0.331,28,f
1982.0,0.329,28,f
1983.0,0.317,28,f
1984.0,0.283,28,f
1940.0,0.248,29,f
1941.0,0.231,29,f
1942.0,0.259,29,f
1943.0,0.244,29,f
1944.0,0.301,29,f
1945.0,0.298,29,f
1946.0,0.331,29,f
1947.0,0.347,29,f
1948.0,0.327,29,f
1949.0,0.332,29,f
1950.0,0.387,29,f
1951.0,0.347,29,f
1952.0,0.329,29,f
1953.0,0.313,29,f
1954.0,0.305,29,f
1955.0,0.313,29,f
1956.0,0.29,29,f
1957.0,0.294,29,f
1958.0,0.29,29,f
1959.0,0.255,29,f
1960.0,0.237,29,f
1961.0,0.251,29,f
1962.0,0.263,29,f
1963.0,0.247,29,f
1964.0,0.257,29,f
1965.0,0.276,29,f
1966.0,0.236,29,f
1967.0,0.225,29,f
1968.0,0.249,29,f
1969.0,0.263,29,f
1970.0,0.267,29,f
1971.0,0.334,29,f
1972.0,0.279,29,f
1973.0,0.275,29,f
1974.0,0.304,29,f
1975.0,0.308,29,f
1976.0,0.32,29,f
1977.0,0.313,29,f
1978.0,0.269,29,f
1979.0,0.281,29,f
1980.0,0.27,29,f
1981.0,0.33,29,f
1982.0,0.333,29,f
1983.0,0.3,29,f
1984.0,0.281,29,f
1940.0,0.248,30,f
1941.0,0.232,30,f
1942.0,0.259,30,f
1943.0,0.244,30,f
1944.0,0.295,30,f
1945.0,0.298,30,f
1946.0,0.334,30,f
1947.0,0.347,30,f
1948.0,0.329,30,f
1949.0,0.332,30,f
1950.0,0.382,30,f
1951.0,0.349,30,f
1952.0,0.327,30,f
1953.0,0.304,30,f
1954.0,0.308,30,f
1955.0,0.312,30,f
1956.0,0.286,30,f
1957.0,0.295,30,f
1958.0,0.289,30,f
1959.0,0.251,30,f
1960.0,0.241,30,f
1961.0,0.254,30,f
1962.0,0.26,30,f
1963.0,0.239,30,f
1964.0,0.246,30,f
1965.0,0.259,30,f
1966.0,0.234,30,f
1967.0,0.22,30,f
1968.0,0.238,30,f
1969.0,0.267,30,f
1970.0,0.271,30,f
1971.0,0.314,30,f
1972.0,0.273,30,f
1973.0,0.273,30,f
1974.0,0.306,30,f
1975.0,0.306,30,f
1976.0,0.319,30,f
1977.0,0.315,30,f
1978.0,0.267,30,f
1979.0,0.274,30,f
1980.0,0.264,30,f
1981.0,0.33,30,f
1982.0,0.313,30,f
1983.0,0.289,30,f
1984.0,0.281,30,f
1940.0,0.25,31,f
1941.0,0.23,31,f
1942.0,0.259,31,f
1943.0,0.247,31,f
1944.0,0.299,31,f
1945.0,0.303,31,f
1946.0,0.339,31,f
1947.0,0.351,31,f
1948.0,0.334,31,f
1949.0,0.337,31,f
1950.0,0.384,31,f
1951.0,0.353,31,f
1952.0,0.314,31,f
1953.0,0.312,31,f
1954.0,0.304,31,f
1955.0,0.311,31,f
1956.0,0.28,31,f
1957.0,0.295,31,f
1958.0,0.282,31,f
1959.0,0.25,31,f
1960.0,0.248,31,f
1961.0,0.262,31,f
1962.0,0.259,31,f
1963.0,0.239,31,f
1964.0,0.247,31,f
1965.0,0.259,31,f
1966.0,0.234,31,f
1967.0,0.221,31,f
1968.0,0.244,31,f
1969.0,0.261,31,f
1970.0,0.27,31,f
1971.0,0.322,31,f
1972.0,0.28,31,f
1973.0,0.277,31,f
1974.0,0.3,31,f
1975.0,0.307,31,f
1976.0,0.319,31,f
1977.0,0.293,31,f
1978.0,0.264,31,f
1979.0,0.276,31,f
1980.0,0.268,31,f
1981.0,0.333,31,f
1982.0,0.305,31,f
1983.0,0.288,31,f
1984.0,0.282,31,f
1940.0,0.246,32,f
1941.0,0.224,32,f
1942.0,0.256,32,f
1943.0,0.248,32,f
1944.0,0.3,32,f
1945.0,0.303,32,f
1946.0,0.337,32,f
1947.0,0.348,32,f
1948.0,0.331,32,f
1949.0,0.338,32,f
1950.0,0.382,32,f
1951.0,0.349,32,f
1952.0,0.31,32,f
1953.0,0.31,32,f
1954.0,0.305,32,f
1955.0,0.303,32,f
1956.0,0.273,32,f
1957.0,0.289,32,f
1958.0,0.278,32,f
1959.0,0.251,32,f
1960.0,0.245,32,f
1961.0,0.258,32,f
1962.0,0.245,32,f
1963.0,0.233,32,f
1964.0,0.229,32,f
1965.0,0.249,32,f
1966.0,0.22,32,f
1967.0,0.221,32,f
1968.0,0.239,32,f
1969.0,0.254,32,f
1970.0,0.252,32,f
1971.0,0.316,32,f
1972.0,0.271,32,f
1973.0,0.273,32,f
1974.0,0.296,32,f
1975.0,0.303,32,f
1976.0,0.302,32,f
1977.0,0.289,32,f
1978.0,0.259,32,f
1979.0,0.27,32,f
1980.0,0.258,32,f
1981.0,0.303,32,f
1982.0,0.299,32,f
1983.0,0.281,32,f
1984.0,0.281,32,f
1940.0,0.253,33,f
1941.0,0.228,33,f
1942.0,0.261,33,f
1943.0,0.251,33,f
1944.0,0.305,33,f
1945.0,0.306,33,f
1946.0,0.342,33,f
1947.0,0.355,33,f
1948.0,0.333,33,f
1949.0,0.343,33,f
1950.0,0.386,33,f
1951.0,0.354,33,f
1952.0,0.315,33,f
1953.0,0.316,33,f
1954.0,0.308,33,f
1955.0,0.31,33,f
1956.0,0.278,33,f
1957.0,0.291,33,f
1958.0,0.285,33,f
1959.0,0.257,33,f
1960.0,0.248,33,f
1961.0,0.253,33,f
1962.0,0.245,33,f
1963.0,0.235,33,f
1964.0,0.231,33,f
1965.0,0.24,33,f
1966.0,0.223,33,f
1967.0,0.223,33,f
1968.0,0.234,33,f
1969.0,0.254,33,f
1970.0,0.252,33,f
1971.0,0.314,33,f
1972.0,0.27,33,f
1973.0,0.276,33,f
1974.0,0.303,33,f
1975.0,0.306,33,f
1976.0,0.309,33,f
1977.0,0.297,33,f
1978.0,0.265,33,f
1979.0,0.268,33,f
1980.0,0.259,33,f
1981.0,0.307,33,f
1982.0,0.304,33,f
1983.0,0.282,33,f
1984.0,0.287,33,f
1940.0,0.255,34,f
1941.0,0.229,34,f
1942.0,0.262,34,f
1943.0,0.251,34,f
1944.0,0.307,34,f
1945.0,0.309,34,f
1946.0,0.346,34,f
1947.0,0.356,34,f
1948.0,0.336,34,f
1949.0,0.343,34,f
1950.0,0.387,34,f
1951.0,0.351,34,f
1952.0,0.318,34,f
1953.0,0.318,34,f
1954.0,0.308,34,f
1955.0,0.31,34,f
1956.0,0.279,34,f
1957.0,0.287,34,f
1958.0,0.29,34,f
1959.0,0.254,34,f
1960.0,0.238,34,f
1961.0,0.25,34,f
1962.0,0.241,34,f
1963.0,0.231,34,f
1964.0,0.224,34,f
1965.0,0.239,34,f
1966.0,0.227,34,f
1967.0,0.225,34,f
1968.0,0.235,34,f
1969.0,0.248,34,f
1970.0,0.253,34,f
1971.0,0.315,34,f
1972.0,0.268,34,f
1973.0,0.281,34,f
1974.0,0.301,34,f
1975.0,0.31,34,f
1976.0,0.292,34,f
1977.0,0.3,34,f
1978.0,0.257,34,f
1979.0,0.271,34,f
1980.0,0.262,34,f
1981.0,0.302,34,f
1982.0,0.3,34,f
1983.0,0.282,34,f
1984.0,0.286,34,f
1940.0,0.26,35,f
1941.0,0.227,35,f
1942.0,0.264,35,f
1943.0,0.254,35,f
1944.0,0.311,35,f
1945.0,0.313,35,f
1946.0,0.347,35,f
1947.0,0.358,35,f
1948.0,0.339,35,f
1949.0,0.346,35,f
1950.0,0.388,35,f
1951.0,0.352,35,f
1952.0,0.319,35,f
1953.0,0.322,35,f
1954.0,0.3,35,f
1955.0,0.301,35,f
1956.0,0.28,35,f
1957.0,0.294,35,f
1958.0,0.292,35,f
1959.0,0.25,35,f
1960.0,0.237,35,f
1961.0,0.247,35,f
1962.0,0.24,35,f
1963.0,0.225,35,f
1964.0,0.225,35,f
1965.0,0.245,35,f
1966.0,0.227,35,f
1967.0,0.219,35,f
1968.0,0.236,35,f
1969.0,0.24,35,f
1970.0,0.251,35,f
1971.0,0.317,35,f
1972.0,0.273,35,f
1973.0,0.282,35,f
1974.0,0.296,35,f
1975.0,0.309,35,f
1976.0,0.287,35,f
1977.0,0.296,35,f
1978.0,0.258,35,f
1979.0,0.275,35,f
1980.0,0.267,35,f
1981.0,0.3,35,f
1982.0,0.302,35,f
1983.0,0.282,35,f
1984.0,0.288,35,f
1940.0,0.26,36,f
1941.0,0.225,36,f
1942.0,0.263,36,f
1943.0,0.256,36,f
1944.0,0.313,36,f
1945.0,0.312,36,f
1946.0,0.344,36,f
1947.0,0.356,36,f
1948.0,0.339,36,f
1949.0,0.341,36,f
1950.0,0.392,36,f
1951.0,0.345,36,f
1952.0,0.31,36,f
1953.0,0.312,36,f
1954.0,0.291,36,f
1955.0,0.302,36,f
1956.0,0.272,36,f
1957.0,0.297,36,f
1958.0,0.279,36,f
1959.0,0.238,36,f
1960.0,0.231,36,f
1961.0,0.241,36,f
1962.0,0.234,36,f
1963.0,0.221,36,f
1964.0,0.228,36,f
1965.0,0.23,36,f
1966.0,0.222,36,f
1967.0,0.211,36,f
1968.0,0.219,36,f
1969.0,0.234,36,f
1970.0,0.245,36,f
1971.0,0.309,36,f
1972.0,0.268,36,f
1973.0,0.277,36,f
1974.0,0.281,36,f
1975.0,0.29,36,f
1976.0,0.281,36,f
1977.0,0.279,36,f
1978.0,0.251,36,f
1979.0,0.273,36,f
1980.0,0.265,36,f
1981.0,0.294,36,f
1982.0,0.3,36,f
1983.0,0.274,36,f
1984.0,0.259,36,f
1940.0,0.266,37,f
1941.0,0.23,37,f
1942.0,0.272,37,f
1943.0,0.261,37,f
1944.0,0.319,37,f
1945.0,0.306,37,f
1946.0,0.347,37,f
1947.0,0.362,37,f
1948.0,0.344,37,f
1949.0,0.343,37,f
1950.0,0.398,37,f
1951.0,0.348,37,f
1952.0,0.318,37,f
1953.0,0.313,37,f
1954.0,0.296,37,f
1955.0,0.308,37,f
1956.0,0.282,37,f
1957.0,0.291,37,f
1958.0,0.275,37,f
1959.0,0.245,37,f
1960.0,0.237,37,f
1961.0,0.25,37,f
1962.0,0.22,37,f
1963.0,0.229,37,f
1964.0,0.231,37,f
1965.0,0.231,37,f
1966.0,0.231,37,f
1967.0,0.212,37,f
1968.0,0.221,37,f
1969.0,0.235,37,f
1970.0,0.245,37,f
1971.0,0.311,37,f
1972.0,0.267,37,f
1973.0,0.281,37,f
1974.0,0.269,37,f
1975.0,0.289,37,f
1976.0,0.273,37,f
1977.0,0.276,37,f
1978.0,0.252,37,f
1979.0,0.267,37,f
1980.0,0.268,37,f
1981.0,0.292,37,f
1982.0,0.3,37,f
1983.0,0.27,37,f
1984.0,0.269,37,f
1940.0,0.265,38,f
1941.0,0.232,38,f
1942.0,0.27,38,f
1943.0,0.259,38,f
1944.0,0.319,38,f
1945.0,0.303,38,f
1946.0,0.351,38,f
1947.0,0.367,38,f
1948.0,0.344,38,f
1949.0,0.342,38,f
1950.0,0.391,38,f
1951.0,0.348,38,f
1952.0,0.318,38,f
1953.0,0.314,38,f
1954.0,0.294,38,f
1955.0,0.305,38,f
1956.0,0.285,38,f
1957.0,0.285,38,f
1958.0,0.272,38,f
1959.0,0.237,38,f
1960.0,0.234,38,f
1961.0,0.242,38,f
1962.0,0.22,38,f
1963.0,0.23,38,f
1964.0,0.232,38,f
1965.0,0.233,38,f
1966.0,0.227,38,f
1967.0,0.211,38,f
1968.0,0.219,38,f
1969.0,0.217,38,f
1970.0,0.24,38,f
1971.0,0.302,38,f
1972.0,0.263,38,f
1973.0,0.265,38,f
1974.0,0.268,38,f
1975.0,0.285,38,f
1976.0,0.27,38,f
1977.0,0.277,38,f
1978.0,0.251,38,f
1979.0,0.253,38,f
1980.0,0.254,38,f
1981.0,0.294,38,f
1982.0,0.301,38,f
1983.0,0.268,38,f
1984.0,0.265,38,f
1940.0,0.265,39,f
1941.0,0.231,39,f
1942.0,0.268,39,f
1943.0,0.259,39,f
1944.0,0.316,39,f
1945.0,0.305,39,f
1946.0,0.347,39,f
1947.0,0.364,39,f
1948.0,0.342,39,f
1949.0,0.345,39,f
1950.0,0.383,39,f
1951.0,0.333,39,f
1952.0,0.315,39,f
1953.0,0.311,39,f
1954.0,0.293,39,f
1955.0,0.293,39,f
1956.0,0.278,39,f
1957.0,0.285,39,f
1958.0,0.273,39,f
1959.0,0.235,39,f
1960.0,0.234,39,f
1961.0,0.233,39,f
1962.0,0.224,39,f
1963.0,0.224,39,f
1964.0,0.221,39,f
1965.0,0.234,39,f
1966.0,0.219,39,f
1967.0,0.198,39,f
1968.0,0.214,39,f
1969.0,0.209,39,f
1970.0,0.231,39,f
1971.0,0.294,39,f
1972.0,0.264,39,f
1973.0,0.25,39,f
1974.0,0.267,39,f
1975.0,0.273,39,f
1976.0,0.267,39,f
1977.0,0.276,39,f
1978.0,0.231,39,f
1979.0,0.251,39,f
1980.0,0.253,39,f
1981.0,0.293,39,f
1982.0,0.294,39,f
1983.0,0.272,39,f
1984.0,0.265,39,f
1940.0,0.268,40,f
1941.0,0.233,40,f
1942.0,0.266,40,f
1943.0,0.264,40,f
1944.0,0.32,40,f
1945.0,0.306,40,f
1946.0,0.342,40,f
1947.0,0.365,40,f
1948.0,0.341,40,f
1949.0,0.348,40,f
1950.0,0.382,40,f
1951.0,0.336,40,f
1952.0,0.311,40,f
1953.0,0.295,40,f
1954.0,0.288,40,f
1955.0,0.299,40,f
1956.0,0.268,40,f
1957.0,0.281,40,f
1958.0,0.267,40,f
1959.0,0.235,40,f
1960.0,0.226,40,f
1961.0,0.231,40,f
1962.0,0.221,40,f
1963.0,0.224,40,f
1964.0,0.225,40,f
1965.0,0.235,40,f
1966.0,0.214,40,f
1967.0,0.194,40,f
1968.0,0.215,40,f
1969.0,0.214,40,f
1970.0,0.236,40,f
1971.0,0.291,40,f
1972.0,0.245,40,f
1973.0,0.249,40,f
1974.0,0.268,40,f
1975.0,0.278,40,f
1976.0,0.269,40,f
1977.0,0.276,40,f
1978.0,0.233,40,f
1979.0,0.25,40,f
1980.0,0.25,40,f
1981.0,0.287,40,f
1982.0,0.292,40,f
1983.0,0.268,40,f
1984.0,0.264,40,f
1940.0,0.267,41,f
1941.0,0.232,41,f
1942.0,0.269,41,f
1943.0,0.265,41,f
1944.0,0.32,41,f
1945.0,0.304,41,f
1946.0,0.339,41,f
1947.0,0.365,41,f
1948.0,0.33,41,f
1949.0,0.348,41,f
1950.0,0.377,41,f
1951.0,0.332,41,f
1952.0,0.302,41,f
1953.0,0.299,41,f
1954.0,0.281,41,f
1955.0,0.303,41,f
1956.0,0.268,41,f
1957.0,0.268,41,f
1958.0,0.264,41,f
1959.0,0.227,41,f
1960.0,0.219,41,f
1961.0,0.233,41,f
1962.0,0.21,41,f
1963.0,0.226,41,f
1964.0,0.219,41,f
1965.0,0.231,41,f
1966.0,0.206,41,f
1967.0,0.186,41,f
1968.0,0.216,41,f
1969.0,0.216,41,f
1970.0,0.231,41,f
1971.0,0.294,41,f
1972.0,0.247,41,f
1973.0,0.248,41,f
1974.0,0.262,41,f
1975.0,0.271,41,f
1976.0,0.267,41,f
1977.0,0.26,41,f
1978.0,0.228,41,f
1979.0,0.247,41,f
1980.0,0.249,41,f
1981.0,0.269,41,f
1982.0,0.277,41,f
1983.0,0.26,41,f
1984.0,0.256,41,f
1940.0,0.269,42,f
1941.0,0.238,42,f
1942.0,0.272,42,f
1943.0,0.269,42,f
1944.0,0.322,42,f
1945.0,0.305,42,f
1946.0,0.346,42,f
1947.0,0.369,42,f
1948.0,0.338,42,f
1949.0,0.347,42,f
1950.0,0.372,42,f
1951.0,0.338,42,f
1952.0,0.303,42,f
1953.0,0.302,42,f
1954.0,0.283,42,f
1955.0,0.3,42,f
1956.0,0.272,42,f
1957.0,0.269,42,f
1958.0,0.263,42,f
1959.0,0.226,42,f
1960.0,0.223,42,f
1961.0,0.225,42,f
1962.0,0.216,42,f
1963.0,0.23,42,f
1964.0,0.214,42,f
1965.0,0.225,42,f
1966.0,0.201,42,f
1967.0,0.183,42,f
1968.0,0.222,42,f
1969.0,0.204,42,f
1970.0,0.236,42,f
1971.0,0.294,42,f
1972.0,0.243,42,f
1973.0,0.248,42,f
1974.0,0.257,42,f
1975.0,0.271,42,f
1976.0,0.255,42,f
1977.0,0.256,42,f
1978.0,0.224,42,f
1979.0,0.245,42,f
1980.0,0.251,42,f
1981.0,0.258,42,f
1982.0,0.272,42,f
1983.0,0.257,42,f
1984.0,0.246,42,f
1940.0,0.266,43,f
1941.0,0.234,43,f
1942.0,0.268,43,f
1943.0,0.263,43,f
1944.0,0.316,43,f
1945.0,0.306,43,f
1946.0,0.349,43,f
1947.0,0.366,43,f
1948.0,0.339,43,f
1949.0,0.348,43,f
1950.0,0.367,43,f
1951.0,0.336,43,f
1952.0,0.294,43,f
1953.0,0.289,43,f
1954.0,0.282,43,f
1955.0,0.292,43,f
1956.0,0.259,43,f
1957.0,0.269,43,f
1958.0,0.262,43,f
1959.0,0.223,43,f
1960.0,0.225,43,f
1961.0,0.224,43,f
1962.0,0.218,43,f
1963.0,0.223,43,f
1964.0,0.211,43,f
1965.0,0.216,43,f
1966.0,0.194,43,f
1967.0,0.183,43,f
1968.0,0.22,43,f
1969.0,0.196,43,f
1970.0,0.231,43,f
1971.0,0.291,43,f
1972.0,0.236,43,f
1973.0,0.238,43,f
1974.0,0.255,43,f
1975.0,0.261,43,f
1976.0,0.248,43,f
1977.0,0.255,43,f
1978.0,0.222,43,f
1979.0,0.237,43,f
1980.0,0.245,43,f
1981.0,0.257,43,f
1982.0,0.271,43,f
1983.0,0.253,43,f
1984.0,0.245,43,f
1940.0,0.271,44,f
1941.0,0.235,44,f
1942.0,0.271,44,f
1943.0,0.268,44,f
1944.0,0.32,44,f
1945.0,0.311,44,f
1946.0,0.346,44,f
1947.0,0.361,44,f
1948.0,0.337,44,f
1949.0,0.348,44,f
1950.0,0.362,44,f
1951.0,0.335,44,f
1952.0,0.297,44,f
1953.0,0.284,44,f
1954.0,0.287,44,f
1955.0,0.293,44,f
1956.0,0.249,44,f
1957.0,0.262,44,f
1958.0,0.253,44,f
1959.0,0.227,44,f
1960.0,0.223,44,f
1961.0,0.214,44,f
1962.0,0.216,44,f
1963.0,0.224,44,f
1964.0,0.209,44,f
1965.0,0.212,44,f
1966.0,0.191,44,f
1967.0,0.187,44,f
1968.0,0.222,44,f
1969.0,0.195,44,f
1970.0,0.229,44,f
1971.0,0.275,44,f
1972.0,0.235,44,f
1973.0,0.231,44,f
1974.0,0.257,44,f
1975.0,0.26,44,f
1976.0,0.248,44,f
1977.0,0.255,44,f
1978.0,0.222,44,f
1979.0,0.24,44,f
1980.0,0.249,44,f
1981.0,0.255,44,f
1982.0,0.271,44,f
1983.0,0.251,44,f
1984.0,0.245,44,f
1940.0,0.272,45,f
1941.0,0.235,45,f
1942.0,0.273,45,f
1943.0,0.273,45,f
1944.0,0.326,45,f
1945.0,0.31,45,f
1946.0,0.35,45,f
1947.0,0.367,45,f
1948.0,0.34,45,f
1949.0,0.342,45,f
1950.0,0.36,45,f
1951.0,0.329,45,f
1952.0,0.3,45,f
1953.0,0.278,45,f
1954.0,0.288,45,f
1955.0,0.284,45,f
1956.0,0.254,45,f
1957.0,0.256,45,f
1958.0,0.257,45,f
1959.0,0.224,45,f
1960.0,0.224,45,f
1961.0,0.219,45,f
1962.0,0.212,45,f
1963.0,0.219,45,f
1964.0,0.203,45,f
1965.0,0.202,45,f
1966.0,0.196,45,f
1967.0,0.183,45,f
1968.0,0.217,45,f
1969.0,0.195,45,f
1970.0,0.221,45,f
1971.0,0.274,45,f
1972.0,0.233,45,f
1973.0,0.231,45,f
1974.0,0.256,45,f
1975.0,0.262,45,f
1976.0,0.247,45,f
1977.0,0.254,45,f
1978.0,0.222,45,f
1979.0,0.241,45,f
1980.0,0.251,45,f
1981.0,0.255,45,f
1982.0,0.271,45,f
1983.0,0.249,45,f
1984.0,0.226,45,f
1940.0,0.27,46,f
1941.0,0.231,46,f
1942.0,0.274,46,f
1943.0,0.27,46,f
1944.0,0.324,46,f
1945.0,0.313,46,f
1946.0,0.347,46,f
1947.0,0.369,46,f
1948.0,0.339,46,f
1949.0,0.339,46,f
1950.0,0.36,46,f
1951.0,0.323,46,f
1952.0,0.292,46,f
1953.0,0.279,46,f
1954.0,0.273,46,f
1955.0,0.278,46,f
1956.0,0.246,46,f
1957.0,0.25,46,f
1958.0,0.249,46,f
1959.0,0.222,46,f
1960.0,0.225,46,f
1961.0,0.219,46,f
1962.0,0.21,46,f
1963.0,0.209,46,f
1964.0,0.199,46,f
1965.0,0.201,46,f
1966.0,0.197,46,f
1967.0,0.176,46,f
1968.0,0.211,46,f
1969.0,0.194,46,f
1970.0,0.215,46,f
1971.0,0.27,46,f
1972.0,0.232,46,f
1973.0,0.227,46,f
1974.0,0.242,46,f
1975.0,0.236,46,f
1976.0,0.231,46,f
1977.0,0.247,46,f
1978.0,0.218,46,f
1979.0,0.225,46,f
1980.0,0.249,46,f
1981.0,0.246,46,f
1982.0,0.265,46,f
1983.0,0.224,46,f
1984.0,0.221,46,f
1940.0,0.272,47,f
1941.0,0.238,47,f
1942.0,0.282,47,f
1943.0,0.273,47,f
1944.0,0.329,47,f
1945.0,0.317,47,f
1946.0,0.346,47,f
1947.0,0.376,47,f
1948.0,0.345,47,f
1949.0,0.341,47,f
1950.0,0.366,47,f
1951.0,0.324,47,f
1952.0,0.284,47,f
1953.0,0.283,47,f
1954.0,0.269,47,f
1955.0,0.282,47,f
1956.0,0.244,47,f
1957.0,0.257,47,f
1958.0,0.25,47,f
1959.0,0.229,47,f
1960.0,0.232,47,f
1961.0,0.218,47,f
1962.0,0.209,47,f
1963.0,0.206,47,f
1964.0,0.197,47,f
1965.0,0.208,47,f
1966.0,0.198,47,f
1967.0,0.171,47,f
1968.0,0.217,47,f
1969.0,0.181,47,f
1970.0,0.218,47,f
1971.0,0.27,47,f
1972.0,0.228,47,f
1973.0,0.224,47,f
1974.0,0.238,47,f
1975.0,0.222,47,f
1976.0,0.229,47,f
1977.0,0.251,47,f
1978.0,0.217,47,f
1979.0,0.222,47,f
1980.0,0.228,47,f
1981.0,0.241,47,f
1982.0,0.254,47,f
1983.0,0.22,47,f
1984.0,0.219,47,f
1940.0,0.274,48,f
1941.0,0.24,48,f
1942.0,0.281,48,f
1943.0,0.269,48,f
1944.0,0.33,48,f
1945.0,0.318,48,f
1946.0,0.344,48,f
1947.0,0.373,48,f
1948.0,0.346,48,f
1949.0,0.342,48,f
1950.0,0.364,48,f
1951.0,0.319,48,f
1952.0,0.283,48,f
1953.0,0.278,48,f
1954.0,0.271,48,f
1955.0,0.285,48,f
1956.0,0.229,48,f
1957.0,0.258,48,f
1958.0,0.253,48,f
1959.0,0.231,48,f
1960.0,0.23,48,f
1961.0,0.212,48,f
1962.0,0.202,48,f
1963.0,0.198,48,f
1964.0,0.198,48,f
1965.0,0.206,48,f
1966.0,0.193,48,f
1967.0,0.165,48,f
1968.0,0.215,48,f
1969.0,0.175,48,f
1970.0,0.21,48,f
1971.0,0.257,48,f
1972.0,0.222,48,f
1973.0,0.219,48,f
